+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                           ;
+-----------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                       ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance9|u_Iteration2                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance9|u_Iteration1                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance9|u_Iteration                                 ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance9|u_QuadrantMapper                            ; 29    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance9                                             ; 28    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance8|u_Iteration10                               ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance8|u_Iteration9                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance8|u_Iteration8                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance8|u_Iteration7                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance8|u_Iteration6                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance8|u_Iteration5                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance8|u_Iteration4                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance8|u_Iteration3                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance8|u_Iteration2                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance8|u_Iteration1                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance8|u_Iteration                                 ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance8|u_QuadrantMapper                            ; 29    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance8                                             ; 28    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance7|u_Iteration10                               ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance7|u_Iteration9                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance7|u_Iteration8                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance7|u_Iteration7                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance7|u_Iteration6                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance7|u_Iteration5                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance7|u_Iteration4                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance7|u_Iteration3                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance7|u_Iteration2                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance7|u_Iteration1                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance7|u_Iteration                                 ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance7|u_QuadrantMapper                            ; 29    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance7                                             ; 28    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance6|u_Iteration10                               ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance6|u_Iteration9                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance6|u_Iteration8                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance6|u_Iteration7                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance6|u_Iteration6                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance6|u_Iteration5                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance6|u_Iteration4                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance6|u_Iteration3                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance6|u_Iteration2                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance6|u_Iteration1                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance6|u_Iteration                                 ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance6|u_QuadrantMapper                            ; 29    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance6                                             ; 28    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance5|u_Iteration10                               ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance5|u_Iteration9                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance5|u_Iteration8                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance5|u_Iteration7                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance5|u_Iteration6                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance5|u_Iteration5                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance5|u_Iteration4                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance5|u_Iteration3                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance5|u_Iteration2                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance5|u_Iteration1                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance5|u_Iteration                                 ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance5|u_QuadrantMapper                            ; 29    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance5                                             ; 28    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance4|u_Iteration10                               ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance4|u_Iteration9                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance4|u_Iteration8                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance4|u_Iteration7                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance4|u_Iteration6                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance4|u_Iteration5                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance4|u_Iteration4                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance4|u_Iteration3                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance4|u_Iteration2                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance4|u_Iteration1                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance4|u_Iteration                                 ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance4|u_QuadrantMapper                            ; 29    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance4                                             ; 28    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance3|u_Iteration10                               ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance3|u_Iteration9                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance3|u_Iteration8                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance3|u_Iteration7                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance3|u_Iteration6                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance3|u_Iteration5                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance3|u_Iteration4                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance3|u_Iteration3                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance3|u_Iteration2                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance3|u_Iteration1                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance3|u_Iteration                                 ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance3|u_QuadrantMapper                            ; 29    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance3                                             ; 28    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance2|u_Iteration10                               ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance2|u_Iteration9                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance2|u_Iteration8                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance2|u_Iteration7                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance2|u_Iteration6                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance2|u_Iteration5                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance2|u_Iteration4                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance2|u_Iteration3                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance2|u_Iteration2                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance2|u_Iteration1                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance2|u_Iteration                                 ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance2|u_QuadrantMapper                            ; 29    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance2                                             ; 28    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance1|u_Iteration10                               ; 31    ; 18             ; 0            ; 18             ; 26     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance1|u_Iteration9                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance1|u_Iteration8                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance1|u_Iteration7                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance1|u_Iteration6                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance1|u_Iteration5                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance1|u_Iteration4                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance1|u_Iteration3                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance1|u_Iteration2                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance1|u_Iteration1                                ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance1|u_Iteration                                 ; 31    ; 5              ; 0            ; 5              ; 26     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance1|u_QuadrantMapper                            ; 29    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder|u_for_each_instance1                                             ; 28    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max|u_index_finder                                                                  ; 772   ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_frequency_max                                                                                 ; 774   ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_FFT_streamer|u_FFT_HDL_Optimized|u_SDNF1_5_31|u_MUL3_2                                        ; 53    ; 1              ; 0            ; 1              ; 25     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_FFT_streamer|u_FFT_HDL_Optimized|u_SDNF1_5_31                                                 ; 102   ; 26             ; 1            ; 26             ; 49     ; 26              ; 26            ; 26              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_FFT_streamer|u_FFT_HDL_Optimized|u_twdlROM_5_32                                               ; 5     ; 2              ; 0            ; 2              ; 25     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_FFT_streamer|u_FFT_HDL_Optimized|u_SDNF1_5_15|u_MUL3_2                                        ; 53    ; 1              ; 0            ; 1              ; 25     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_FFT_streamer|u_FFT_HDL_Optimized|u_SDNF1_5_15                                                 ; 102   ; 26             ; 1            ; 26             ; 49     ; 26              ; 26            ; 26              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_FFT_streamer|u_FFT_HDL_Optimized|u_twdlROM_5_16                                               ; 5     ; 2              ; 0            ; 2              ; 25     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_FFT_streamer|u_FFT_HDL_Optimized|u_SDNF1_5_23|u_MUL3_2                                        ; 53    ; 1              ; 0            ; 1              ; 25     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_FFT_streamer|u_FFT_HDL_Optimized|u_SDNF1_5_23                                                 ; 102   ; 26             ; 1            ; 26             ; 49     ; 26              ; 26            ; 26              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_Max_Frequency|u_FFT_streamer|u_FFT_HDL_Optimized|u_twdlROM_5_24                                               ; 5     ; 2              ; 0            ; 2              ; 25     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
